Data is Provisional and subject to change. Data presented is reported as of 11/8/2021
CountyName,CumulativeCases,CasesChange,TotalTested,TotalTestedChange,Deaths,DeathsChange,ReportDate
Richland,3,0,401,2,0,0,5/17/2020 12:00:00 AM
Rock Island,577,7,3315,125,18,0,5/17/2020 12:00:00 AM
Saline,6,0,370,8,0,0,5/17/2020 12:00:00 AM
Sangamon,307,3,7708,194,25,0,5/17/2020 12:00:00 AM
Schuyler,7,0,181,6,0,0,5/17/2020 12:00:00 AM
Scott,0,0,102,0,0,0,5/17/2020 12:00:00 AM
Shelby,13,0,363,145,1,0,5/17/2020 12:00:00 AM
St. Clair,805,22,4838,255,65,0,5/17/2020 12:00:00 AM
Stark,1,0,82,2,0,0,5/17/2020 12:00:00 AM
Stephenson,150,14,1077,127,1,1,5/17/2020 12:00:00 AM
Tazewell,63,1,3812,174,3,0,5/17/2020 12:00:00 AM
Union,122,0,911,10,4,0,5/17/2020 12:00:00 AM
Vermilion,30,1,1556,65,1,0,5/17/2020 12:00:00 AM
Wabash,1,0,203,0,0,0,5/17/2020 12:00:00 AM
Warren,108,2,582,4,0,0,5/17/2020 12:00:00 AM
Washington,17,0,301,5,0,0,5/17/2020 12:00:00 AM
Wayne,9,1,459,19,1,0,5/17/2020 12:00:00 AM
White,2,0,242,6,0,0,5/17/2020 12:00:00 AM
Whiteside,122,4,1549,43,8,0,5/17/2020 12:00:00 AM
Will,4388,76,25612,729,240,0,5/17/2020 12:00:00 AM
Williamson,52,0,1585,37,1,0,5/17/2020 12:00:00 AM
Winnebago,1490,54,11839,430,35,1,5/17/2020 12:00:00 AM
Woodford,14,0,720,34,1,0,5/17/2020 12:00:00 AM
Adams,42,0,3484,111,1,0,5/18/2020 12:00:00 AM
Alexander,8,0,106,1,0,0,5/18/2020 12:00:00 AM
Bond,11,0,234,7,1,0,5/18/2020 12:00:00 AM
Boone,307,17,1691,89,14,0,5/18/2020 12:00:00 AM
Brown,11,1,346,4,0,0,5/18/2020 12:00:00 AM
Bureau,15,0,579,22,1,0,5/18/2020 12:00:00 AM
Calhoun,1,0,41,0,0,0,5/18/2020 12:00:00 AM
Carroll,14,0,147,15,2,0,5/18/2020 12:00:00 AM
Cass,64,0,770,26,0,0,5/18/2020 12:00:00 AM
Champaign,418,17,7618,310,7,0,5/18/2020 12:00:00 AM
Chicago,37434,813,171515,5363,1681,45,5/18/2020 12:00:00 AM
Christian,32,1,694,32,4,0,5/18/2020 12:00:00 AM
Clark,9,0,221,12,0,0,5/18/2020 12:00:00 AM
Clay,2,0,244,12,0,0,5/18/2020 12:00:00 AM
Clinton,161,0,1213,14,14,0,5/18/2020 12:00:00 AM
Coles,85,4,1624,140,5,1,5/18/2020 12:00:00 AM
Cook,26256,659,133460,4388,1208,5,5/18/2020 12:00:00 AM
Crawford,11,0,256,14,0,0,5/18/2020 12:00:00 AM
Cumberland,9,1,197,16,0,0,5/18/2020 12:00:00 AM
De Witt,4,0,382,9,0,0,5/18/2020 12:00:00 AM
DeKalb,262,11,2416,96,2,0,5/18/2020 12:00:00 AM
Douglas,26,3,574,34,0,0,5/18/2020 12:00:00 AM
DuPage,6076,172,36678,1496,300,2,5/18/2020 12:00:00 AM
Edgar,0,0,274,14,0,0,5/18/2020 12:00:00 AM
Edwards,2,0,101,0,0,0,5/18/2020 12:00:00 AM
Effingham,6,0,375,22,1,0,5/18/2020 12:00:00 AM
Fayette,19,0,316,28,2,0,5/18/2020 12:00:00 AM
Ford,18,1,333,14,1,0,5/18/2020 12:00:00 AM
Franklin,11,0,930,28,0,0,5/18/2020 12:00:00 AM
Fulton,8,0,469,18,0,0,5/18/2020 12:00:00 AM
Gallatin,2,0,67,1,0,0,5/18/2020 12:00:00 AM
Greene,4,0,179,10,0,0,5/18/2020 12:00:00 AM
Grundy,75,1,1079,40,1,0,5/18/2020 12:00:00 AM
Hamilton,2,0,128,4,0,0,5/18/2020 12:00:00 AM
Hancock,13,1,471,16,0,0,5/18/2020 12:00:00 AM
Hardin,1,0,41,3,0,0,5/18/2020 12:00:00 AM
Henderson,8,0,153,2,0,0,5/18/2020 12:00:00 AM
Henry,65,1,1016,60,0,0,5/18/2020 12:00:00 AM
Illinois,96485,2294,603241,21297,4234,57,5/18/2020 12:00:00 AM
Iroquois,118,1,825,26,3,0,5/18/2020 12:00:00 AM
Jackson,181,0,1663,30,10,0,5/18/2020 12:00:00 AM
Jasper,45,0,335,3,7,0,5/18/2020 12:00:00 AM
Jefferson,99,1,1005,10,17,0,5/18/2020 12:00:00 AM
Jersey,19,1,198,8,1,0,5/18/2020 12:00:00 AM
Jo Daviess,19,1,388,5,0,0,5/18/2020 12:00:00 AM
Johnson,7,0,220,19,0,0,5/18/2020 12:00:00 AM
Kane,4584,188,20499,1173,115,0,5/18/2020 12:00:00 AM
Kankakee,673,4,5113,100,31,0,5/18/2020 12:00:00 AM
Kendall,579,16,3523,201,18,1,5/18/2020 12:00:00 AM
Knox,89,2,1391,54,0,0,5/18/2020 12:00:00 AM
Lake,6645,156,29259,1060,215,0,5/18/2020 12:00:00 AM
LaSalle,121,1,2296,76,8,0,5/18/2020 12:00:00 AM
Lawrence,4,0,233,7,0,0,5/18/2020 12:00:00 AM
Lee,74,0,1002,23,1,0,5/18/2020 12:00:00 AM
Livingston,27,1,674,23,1,0,5/18/2020 12:00:00 AM
Logan,10,0,872,80,0,0,5/18/2020 12:00:00 AM
Macon,169,4,1986,85,17,0,5/18/2020 12:00:00 AM
Macoupin,41,0,1593,47,1,0,5/18/2020 12:00:00 AM
Madison,493,3,3902,60,42,0,5/18/2020 12:00:00 AM
Marion,48,0,1083,19,0,0,5/18/2020 12:00:00 AM
Marshall,5,0,214,10,0,0,5/18/2020 12:00:00 AM
Mason,16,0,440,14,0,0,5/18/2020 12:00:00 AM
Massac,6,0,178,8,0,0,5/18/2020 12:00:00 AM
McDonough,64,0,810,26,2,0,5/18/2020 12:00:00 AM
McHenry,1209,30,7966,303,62,0,5/18/2020 12:00:00 AM
McLean,186,16,4632,81,6,0,5/18/2020 12:00:00 AM
Menard,17,0,429,45,0,0,5/18/2020 12:00:00 AM
Mercer,14,0,280,15,0,0,5/18/2020 12:00:00 AM
Monroe,89,2,389,3,11,0,5/18/2020 12:00:00 AM
Montgomery,39,1,846,35,1,0,5/18/2020 12:00:00 AM
Morgan,36,0,826,31,1,0,5/18/2020 12:00:00 AM
Moultrie,8,-1,221,14,0,0,5/18/2020 12:00:00 AM
Ogle,172,2,1811,50,2,0,5/18/2020 12:00:00 AM
Peoria,160,1,5905,256,6,0,5/18/2020 12:00:00 AM
Perry,39,0,543,10,0,0,5/18/2020 12:00:00 AM
Piatt,9,0,396,23,0,0,5/18/2020 12:00:00 AM
Pike,1,0,134,3,0,0,5/18/2020 12:00:00 AM
Pope,1,0,41,1,0,0,5/18/2020 12:00:00 AM
Pulaski,40,0,192,3,0,0,5/18/2020 12:00:00 AM
Putnam,1,-1,85,2,0,0,5/18/2020 12:00:00 AM
Randolph,237,1,1336,14,3,0,5/18/2020 12:00:00 AM
Richland,3,0,405,4,0,0,5/18/2020 12:00:00 AM
Rock Island,590,13,3483,168,18,0,5/18/2020 12:00:00 AM
Saline,6,0,397,27,0,0,5/18/2020 12:00:00 AM
Sangamon,309,2,8243,535,25,0,5/18/2020 12:00:00 AM
Schuyler,7,0,183,2,0,0,5/18/2020 12:00:00 AM
Scott,0,0,111,9,0,0,5/18/2020 12:00:00 AM
Shelby,13,0,385,22,1,0,5/18/2020 12:00:00 AM
St. Clair,815,10,4934,96,66,1,5/18/2020 12:00:00 AM
Stark,2,1,86,4,0,0,5/18/2020 12:00:00 AM
Stephenson,156,6,1123,46,1,0,5/18/2020 12:00:00 AM
Tazewell,63,0,4012,200,3,0,5/18/2020 12:00:00 AM
Union,122,0,927,16,4,0,5/18/2020 12:00:00 AM
Vermilion,31,1,1657,101,1,0,5/18/2020 12:00:00 AM
Wabash,1,0,209,6,0,0,5/18/2020 12:00:00 AM
Warren,109,1,591,9,0,0,5/18/2020 12:00:00 AM
Washington,17,0,301,0,0,0,5/18/2020 12:00:00 AM
Wayne,9,0,465,6,1,0,5/18/2020 12:00:00 AM
White,2,0,244,2,0,0,5/18/2020 12:00:00 AM
Whiteside,123,1,1609,60,8,0,5/18/2020 12:00:00 AM
Will,4455,67,26544,932,240,0,5/18/2020 12:00:00 AM
Williamson,52,0,1653,68,1,0,5/18/2020 12:00:00 AM
Winnebago,1537,47,12458,619,37,2,5/18/2020 12:00:00 AM
Woodford,16,2,746,26,1,0,5/18/2020 12:00:00 AM
Adams,42,0,3504,20,1,0,5/19/2020 12:00:00 AM
Alexander,8,0,110,4,0,0,5/19/2020 12:00:00 AM
Bond,12,1,247,13,1,0,5/19/2020 12:00:00 AM
Boone,314,7,1736,45,14,0,5/19/2020 12:00:00 AM
Brown,10,-1,348,2,0,0,5/19/2020 12:00:00 AM
Bureau,15,0,601,22,1,0,5/19/2020 12:00:00 AM
Calhoun,1,0,48,7,0,0,5/19/2020 12:00:00 AM
Carroll,14,0,153,6,2,0,5/19/2020 12:00:00 AM
Cass,66,2,778,8,0,0,5/19/2020 12:00:00 AM
Champaign,435,17,7823,205,7,0,5/19/2020 12:00:00 AM
Chicago,37919,485,176024,4509,1729,48,5/19/2020 12:00:00 AM
Christian,32,0,710,16,4,0,5/19/2020 12:00:00 AM
Clark,9,0,226,5,0,0,5/19/2020 12:00:00 AM
Clay,3,1,252,8,0,0,5/19/2020 12:00:00 AM
Clinton,165,4,1239,26,14,0,5/19/2020 12:00:00 AM
Coles,85,0,1647,23,7,2,5/19/2020 12:00:00 AM
Cook,26772,516,137341,3881,1251,43,5/19/2020 12:00:00 AM
Crawford,11,0,259,3,0,0,5/19/2020 12:00:00 AM
Cumberland,9,0,199,2,0,0,5/19/2020 12:00:00 AM
De Witt,4,0,397,15,0,0,5/19/2020 12:00:00 AM
DeKalb,268,6,2528,112,4,2,5/19/2020 12:00:00 AM
Douglas,26,0,586,12,0,0,5/19/2020 12:00:00 AM
DuPage,6171,95,37630,952,315,15,5/19/2020 12:00:00 AM
Edgar,0,0,283,9,0,0,5/19/2020 12:00:00 AM
Edwards,2,0,101,0,0,0,5/19/2020 12:00:00 AM
Effingham,6,0,390,15,1,0,5/19/2020 12:00:00 AM
Fayette,19,0,332,16,2,0,5/19/2020 12:00:00 AM
Ford,18,0,337,4,1,0,5/19/2020 12:00:00 AM
Franklin,11,0,971,41,0,0,5/19/2020 12:00:00 AM
Fulton,10,2,485,16,0,0,5/19/2020 12:00:00 AM
Gallatin,2,0,69,2,0,0,5/19/2020 12:00:00 AM
Greene,4,0,190,11,0,0,5/19/2020 12:00:00 AM
Grundy,80,5,1096,17,1,0,5/19/2020 12:00:00 AM
Hamilton,2,0,139,11,0,0,5/19/2020 12:00:00 AM
Hancock,12,-1,483,12,0,0,5/19/2020 12:00:00 AM
Hardin,1,0,45,4,0,0,5/19/2020 12:00:00 AM
Henderson,8,0,158,5,0,0,5/19/2020 12:00:00 AM
Henry,65,0,1095,79,0,0,5/19/2020 12:00:00 AM
Illinois,98030,1545,621684,18443,4379,145,5/19/2020 12:00:00 AM
Iroquois,119,1,836,11,4,1,5/19/2020 12:00:00 AM
Jackson,186,5,1697,34,10,0,5/19/2020 12:00:00 AM
Jasper,45,0,336,1,7,0,5/19/2020 12:00:00 AM
Jefferson,100,1,1054,49,17,0,5/19/2020 12:00:00 AM
Jersey,19,0,213,15,1,0,5/19/2020 12:00:00 AM
Jo Daviess,21,2,395,7,0,0,5/19/2020 12:00:00 AM
Johnson,7,0,228,8,0,0,5/19/2020 12:00:00 AM
Kane,4682,98,21238,739,120,5,5/19/2020 12:00:00 AM
Kankakee,693,20,5188,75,34,3,5/19/2020 12:00:00 AM
Kendall,592,13,3633,110,19,1,5/19/2020 12:00:00 AM
Knox,89,0,1424,33,0,0,5/19/2020 12:00:00 AM
Lake,6709,64,29943,684,221,6,5/19/2020 12:00:00 AM
LaSalle,121,0,2372,76,8,0,5/19/2020 12:00:00 AM
Lawrence,4,0,236,3,0,0,5/19/2020 12:00:00 AM
Lee,75,1,1030,28,1,0,5/19/2020 12:00:00 AM
Livingston,27,0,706,32,1,0,5/19/2020 12:00:00 AM
Logan,10,0,932,60,0,0,5/19/2020 12:00:00 AM
Macon,170,1,2095,109,17,0,5/19/2020 12:00:00 AM
Macoupin,42,1,1621,28,1,0,5/19/2020 12:00:00 AM
Madison,499,6,4024,122,45,3,5/19/2020 12:00:00 AM
Marion,49,1,1156,73,0,0,5/19/2020 12:00:00 AM
Marshall,5,0,217,3,0,0,5/19/2020 12:00:00 AM
Mason,16,0,447,7,0,0,5/19/2020 12:00:00 AM
Massac,6,0,180,2,0,0,5/19/2020 12:00:00 AM
McDonough,72,8,837,27,3,1,5/19/2020 12:00:00 AM
McHenry,1224,15,8248,282,64,2,5/19/2020 12:00:00 AM
McLean,189,3,5003,371,6,0,5/19/2020 12:00:00 AM
Menard,17,0,444,15,0,0,5/19/2020 12:00:00 AM
Mercer,14,0,335,55,0,0,5/19/2020 12:00:00 AM
Monroe,90,1,396,7,11,0,5/19/2020 12:00:00 AM
Montgomery,39,0,962,116,1,0,5/19/2020 12:00:00 AM
Morgan,35,-1,861,35,1,0,5/19/2020 12:00:00 AM
Moultrie,8,0,232,11,0,0,5/19/2020 12:00:00 AM
Ogle,173,1,1852,41,2,0,5/19/2020 12:00:00 AM
Peoria,162,2,6034,129,6,0,5/19/2020 12:00:00 AM
Perry,40,1,556,13,0,0,5/19/2020 12:00:00 AM
Piatt,9,0,407,11,0,0,5/19/2020 12:00:00 AM
Pike,1,0,135,1,0,0,5/19/2020 12:00:00 AM
Pope,1,0,42,1,0,0,5/19/2020 12:00:00 AM
Pulaski,40,0,196,4,0,0,5/19/2020 12:00:00 AM
Putnam,1,0,91,6,0,0,5/19/2020 12:00:00 AM
Randolph,238,1,1353,17,3,0,5/19/2020 12:00:00 AM
Richland,3,0,408,3,0,0,5/19/2020 12:00:00 AM
Rock Island,594,4,4061,578,21,3,5/19/2020 12:00:00 AM
Saline,6,0,412,15,0,0,5/19/2020 12:00:00 AM
Sangamon,311,2,8513,270,25,0,5/19/2020 12:00:00 AM
Schuyler,7,0,185,2,0,0,5/19/2020 12:00:00 AM
Scott,0,0,116,5,0,0,5/19/2020 12:00:00 AM
Shelby,15,2,397,12,1,0,5/19/2020 12:00:00 AM
St. Clair,832,17,5050,116,69,3,5/19/2020 12:00:00 AM
Stark,2,0,90,4,0,0,5/19/2020 12:00:00 AM
Stephenson,160,4,1167,44,1,0,5/19/2020 12:00:00 AM
Tazewell,64,1,4098,86,3,0,5/19/2020 12:00:00 AM
Union,122,0,943,16,4,0,5/19/2020 12:00:00 AM
Vermilion,30,-1,1711,54,1,0,5/19/2020 12:00:00 AM
Wabash,1,0,214,5,0,0,5/19/2020 12:00:00 AM
Warren,110,1,598,7,0,0,5/19/2020 12:00:00 AM
Washington,18,1,312,11,0,0,5/19/2020 12:00:00 AM
Wayne,9,0,473,8,1,0,5/19/2020 12:00:00 AM
White,2,0,254,10,0,0,5/19/2020 12:00:00 AM
Whiteside,125,2,1632,23,9,1,5/19/2020 12:00:00 AM
Will,4560,105,27122,578,244,4,5/19/2020 12:00:00 AM
Williamson,52,0,1699,46,1,0,5/19/2020 12:00:00 AM
Winnebago,1564,27,12713,255,39,2,5/19/2020 12:00:00 AM
Woodford,16,0,783,37,1,0,5/19/2020 12:00:00 AM
Adams,43,1,3530,26,1,0,5/20/2020 12:00:00 AM
Alexander,8,0,114,4,0,0,5/20/2020 12:00:00 AM
Bond,12,0,254,7,1,0,5/20/2020 12:00:00 AM
Boone,324,10,1794,58,14,0,5/20/2020 12:00:00 AM
Brown,10,0,350,2,0,0,5/20/2020 12:00:00 AM
Bureau,15,0,624,23,1,0,5/20/2020 12:00:00 AM
Calhoun,1,0,49,1,0,0,5/20/2020 12:00:00 AM
Carroll,13,-1,163,10,2,0,5/20/2020 12:00:00 AM
Cass,67,1,813,35,0,0,5/20/2020 12:00:00 AM
Champaign,472,37,8253,430,7,0,5/20/2020 12:00:00 AM
Chicago,38839,920,184163,8139,1787,58,5/20/2020 12:00:00 AM
Christian,32,0,799,89,4,0,5/20/2020 12:00:00 AM
Clark,9,0,240,14,0,0,5/20/2020 12:00:00 AM
Clay,2,-1,261,9,0,0,5/20/2020 12:00:00 AM
Clinton,167,2,1283,44,16,2,5/20/2020 12:00:00 AM
Coles,88,3,1792,145,7,0,5/20/2020 12:00:00 AM
Cook,27374,602,143683,6342,1287,36,5/20/2020 12:00:00 AM
Crawford,11,0,267,8,0,0,5/20/2020 12:00:00 AM
Cumberland,10,1,219,20,0,0,5/20/2020 12:00:00 AM
De Witt,4,0,414,17,0,0,5/20/2020 12:00:00 AM
DeKalb,276,8,2639,111,3,-1,5/20/2020 12:00:00 AM
Douglas,26,0,611,25,0,0,5/20/2020 12:00:00 AM
DuPage,6308,137,39622,1992,326,11,5/20/2020 12:00:00 AM
Edgar,0,0,289,6,0,0,5/20/2020 12:00:00 AM
Edwards,2,0,104,3,0,0,5/20/2020 12:00:00 AM
Effingham,6,0,435,45,1,0,5/20/2020 12:00:00 AM
Fayette,19,0,349,17,2,0,5/20/2020 12:00:00 AM
Ford,18,0,357,20,1,0,5/20/2020 12:00:00 AM
Franklin,11,0,981,10,0,0,5/20/2020 12:00:00 AM
Fulton,10,0,515,30,0,0,5/20/2020 12:00:00 AM
Gallatin,2,0,80,11,0,0,5/20/2020 12:00:00 AM
Greene,5,1,199,9,0,0,5/20/2020 12:00:00 AM
Grundy,83,3,1138,42,2,1,5/20/2020 12:00:00 AM
Hamilton,2,0,145,6,0,0,5/20/2020 12:00:00 AM
Hancock,12,0,500,17,0,0,5/20/2020 12:00:00 AM
Hardin,1,0,45,0,0,0,5/20/2020 12:00:00 AM
Henderson,8,0,182,24,0,0,5/20/2020 12:00:00 AM
Henry,64,-1,1118,23,0,0,5/20/2020 12:00:00 AM
Illinois,100418,2388,642713,21029,4525,146,5/20/2020 12:00:00 AM
Iroquois,119,0,864,28,4,0,5/20/2020 12:00:00 AM
Jackson,187,1,1768,71,10,0,5/20/2020 12:00:00 AM
Jasper,45,0,350,14,7,0,5/20/2020 12:00:00 AM
Jefferson,100,0,1071,17,17,0,5/20/2020 12:00:00 AM
Jersey,20,1,215,2,1,0,5/20/2020 12:00:00 AM
Jo Daviess,22,1,412,17,0,0,5/20/2020 12:00:00 AM
Johnson,7,0,235,7,0,0,5/20/2020 12:00:00 AM
Kane,4813,131,22147,909,136,16,5/20/2020 12:00:00 AM
Kankakee,703,10,5297,109,36,2,5/20/2020 12:00:00 AM
Kendall,610,18,3841,208,19,0,5/20/2020 12:00:00 AM
Knox,90,1,1473,49,0,0,5/20/2020 12:00:00 AM
Lake,6905,196,31162,1219,231,10,5/20/2020 12:00:00 AM
LaSalle,130,9,2433,61,8,0,5/20/2020 12:00:00 AM
Lawrence,4,0,241,5,0,0,5/20/2020 12:00:00 AM
Lee,75,0,1052,22,1,0,5/20/2020 12:00:00 AM
Livingston,28,1,737,31,1,0,5/20/2020 12:00:00 AM
Logan,10,0,1100,168,0,0,5/20/2020 12:00:00 AM
Macon,176,6,2198,103,17,0,5/20/2020 12:00:00 AM
Macoupin,41,-1,1788,167,1,0,5/20/2020 12:00:00 AM
Madison,502,3,4184,160,46,1,5/20/2020 12:00:00 AM
Marion,49,0,1186,30,0,0,5/20/2020 12:00:00 AM
Marshall,5,0,222,5,0,0,5/20/2020 12:00:00 AM
Mason,16,0,465,18,0,0,5/20/2020 12:00:00 AM
Massac,6,0,187,7,0,0,5/20/2020 12:00:00 AM
McDonough,73,1,865,28,4,1,5/20/2020 12:00:00 AM
McHenry,1255,31,8538,290,66,2,5/20/2020 12:00:00 AM
McLean,191,2,5217,214,6,0,5/20/2020 12:00:00 AM
Menard,17,0,512,68,0,0,5/20/2020 12:00:00 AM
Mercer,13,-1,347,12,0,0,5/20/2020 12:00:00 AM
Monroe,90,0,434,38,11,0,5/20/2020 12:00:00 AM
Montgomery,39,0,1018,56,1,0,5/20/2020 12:00:00 AM
Morgan,34,-1,944,83,1,0,5/20/2020 12:00:00 AM
Moultrie,8,0,247,15,0,0,5/20/2020 12:00:00 AM
Ogle,174,1,1879,27,2,0,5/20/2020 12:00:00 AM
Peoria,167,5,6255,221,6,0,5/20/2020 12:00:00 AM
Perry,40,0,565,9,0,0,5/20/2020 12:00:00 AM
Piatt,8,-1,422,15,0,0,5/20/2020 12:00:00 AM
Pike,1,0,136,1,0,0,5/20/2020 12:00:00 AM
Pope,1,0,44,2,0,0,5/20/2020 12:00:00 AM
Pulaski,40,0,199,3,0,0,5/20/2020 12:00:00 AM
Putnam,1,0,94,3,0,0,5/20/2020 12:00:00 AM
Randolph,246,8,1387,34,3,0,5/20/2020 12:00:00 AM
Richland,3,0,428,20,0,0,5/20/2020 12:00:00 AM
Rock Island,600,6,4143,82,21,0,5/20/2020 12:00:00 AM
Saline,6,0,426,14,0,0,5/20/2020 12:00:00 AM
Sangamon,319,8,9914,1401,25,0,5/20/2020 12:00:00 AM
Schuyler,8,1,194,9,0,0,5/20/2020 12:00:00 AM
Scott,0,0,126,10,0,0,5/20/2020 12:00:00 AM
Shelby,15,0,481,84,1,0,5/20/2020 12:00:00 AM
St. Clair,858,26,5884,834,69,0,5/20/2020 12:00:00 AM
Stark,2,0,92,2,0,0,5/20/2020 12:00:00 AM
Stephenson,161,1,1300,133,1,0,5/20/2020 12:00:00 AM
Tazewell,65,1,4216,118,3,0,5/20/2020 12:00:00 AM
Union,124,2,999,56,5,1,5/20/2020 12:00:00 AM
Vermilion,31,1,1779,68,1,0,5/20/2020 12:00:00 AM
Wabash,1,0,217,3,0,0,5/20/2020 12:00:00 AM
Warren,110,0,618,20,0,0,5/20/2020 12:00:00 AM
Washington,18,0,322,10,0,0,5/20/2020 12:00:00 AM
Wayne,9,0,481,8,1,0,5/20/2020 12:00:00 AM
White,2,0,259,5,0,0,5/20/2020 12:00:00 AM
Whiteside,128,3,1676,44,10,1,5/20/2020 12:00:00 AM
Will,4694,134,29321,2199,247,3,5/20/2020 12:00:00 AM
Williamson,55,3,1736,37,1,0,5/20/2020 12:00:00 AM
Winnebago,1615,51,13229,516,40,1,5/20/2020 12:00:00 AM
Woodford,17,1,816,33,2,1,5/20/2020 12:00:00 AM
Adams,45,2,3641,111,1,0,5/21/2020 12:00:00 AM
Alexander,8,0,194,80,0,0,5/21/2020 12:00:00 AM
Bond,12,0,267,13,1,0,5/21/2020 12:00:00 AM
Boone,343,19,1924,130,15,1,5/21/2020 12:00:00 AM
Brown,10,0,352,2,0,0,5/21/2020 12:00:00 AM
Bureau,15,0,658,34,1,0,5/21/2020 12:00:00 AM
Calhoun,1,0,50,1,0,0,5/21/2020 12:00:00 AM
Carroll,13,0,171,8,2,0,5/21/2020 12:00:00 AM
Cass,68,1,830,17,0,0,5/21/2020 12:00:00 AM
Champaign,496,24,8849,596,7,0,5/21/2020 12:00:00 AM
Chicago,39755,916,191989,7826,1814,27,5/21/2020 12:00:00 AM
Christian,32,0,903,104,4,0,5/21/2020 12:00:00 AM
Clark,9,0,260,20,0,0,5/21/2020 12:00:00 AM
Clay,2,0,268,7,0,0,5/21/2020 12:00:00 AM
Clinton,169,2,1313,30,16,0,5/21/2020 12:00:00 AM
Coles,94,6,1886,94,7,0,5/21/2020 12:00:00 AM
Cook,27796,422,149334,5651,1300,13,5/21/2020 12:00:00 AM
Crawford,11,0,273,6,0,0,5/21/2020 12:00:00 AM
Cumberland,10,0,236,17,0,0,5/21/2020 12:00:00 AM
De Witt,4,0,427,13,0,0,5/21/2020 12:00:00 AM
DeKalb,287,11,2768,129,3,0,5/21/2020 12:00:00 AM
Douglas,26,0,643,32,0,0,5/21/2020 12:00:00 AM
DuPage,6471,163,41146,1524,332,6,5/21/2020 12:00:00 AM
Edgar,0,0,307,18,0,0,5/21/2020 12:00:00 AM
Edwards,2,0,113,9,0,0,5/21/2020 12:00:00 AM
Effingham,6,0,457,22,1,0,5/21/2020 12:00:00 AM
Fayette,19,0,366,17,2,0,5/21/2020 12:00:00 AM
Ford,18,0,383,26,1,0,5/21/2020 12:00:00 AM
Franklin,11,0,1015,34,0,0,5/21/2020 12:00:00 AM
Fulton,10,0,548,33,0,0,5/21/2020 12:00:00 AM
Gallatin,2,0,74,-6,0,0,5/21/2020 12:00:00 AM
Greene,5,0,219,20,0,0,5/21/2020 12:00:00 AM
Grundy,82,-1,1173,35,2,0,5/21/2020 12:00:00 AM
Hamilton,2,0,146,1,0,0,5/21/2020 12:00:00 AM
Hancock,13,1,524,24,0,0,5/21/2020 12:00:00 AM
Hardin,1,0,47,2,0,0,5/21/2020 12:00:00 AM
Henderson,8,0,193,11,0,0,5/21/2020 12:00:00 AM
Henry,65,1,1137,19,0,0,5/21/2020 12:00:00 AM
Illinois,102686,2268,672020,29307,4607,82,5/21/2020 12:00:00 AM
Iroquois,120,1,899,35,4,0,5/21/2020 12:00:00 AM
Jackson,192,5,1828,60,10,0,5/21/2020 12:00:00 AM
Jasper,45,0,365,15,7,0,5/21/2020 12:00:00 AM
Jefferson,99,-1,1102,31,16,-1,5/21/2020 12:00:00 AM
Jersey,20,0,221,6,1,0,5/21/2020 12:00:00 AM
Jo Daviess,23,1,430,18,0,0,5/21/2020 12:00:00 AM
Johnson,7,0,244,9,0,0,5/21/2020 12:00:00 AM
Kane,4981,168,23441,1294,145,9,5/21/2020 12:00:00 AM
Kankakee,709,6,5462,165,40,4,5/21/2020 12:00:00 AM
Kendall,627,17,4030,189,19,0,5/21/2020 12:00:00 AM
Knox,90,0,1527,54,0,0,5/21/2020 12:00:00 AM
Lake,7128,223,33212,2050,237,6,5/21/2020 12:00:00 AM
LaSalle,129,-1,2536,103,8,0,5/21/2020 12:00:00 AM
Lawrence,4,0,264,23,0,0,5/21/2020 12:00:00 AM
Lee,75,0,1076,24,1,0,5/21/2020 12:00:00 AM
Livingston,29,1,754,17,2,1,5/21/2020 12:00:00 AM
Logan,10,0,1172,72,0,0,5/21/2020 12:00:00 AM
Macon,182,6,2307,109,17,0,5/21/2020 12:00:00 AM
Macoupin,40,-1,2016,228,1,0,5/21/2020 12:00:00 AM
Madison,506,4,4343,159,48,2,5/21/2020 12:00:00 AM
Marion,50,1,1218,32,0,0,5/21/2020 12:00:00 AM
Marshall,5,0,240,18,0,0,5/21/2020 12:00:00 AM
Mason,16,0,488,23,0,0,5/21/2020 12:00:00 AM
Massac,6,0,208,21,0,0,5/21/2020 12:00:00 AM
McDonough,75,2,899,34,4,0,5/21/2020 12:00:00 AM
McHenry,1282,27,8971,433,67,1,5/21/2020 12:00:00 AM
McLean,195,4,5366,149,9,3,5/21/2020 12:00:00 AM
Menard,17,0,559,47,0,0,5/21/2020 12:00:00 AM
Mercer,14,1,361,14,0,0,5/21/2020 12:00:00 AM
Monroe,90,0,448,14,11,0,5/21/2020 12:00:00 AM
Montgomery,38,-1,1060,42,1,0,5/21/2020 12:00:00 AM
Morgan,34,0,1043,99,1,0,5/21/2020 12:00:00 AM
Moultrie,8,0,264,17,0,0,5/21/2020 12:00:00 AM
Ogle,178,4,1923,44,2,0,5/21/2020 12:00:00 AM
Peoria,168,1,6512,257,6,0,5/21/2020 12:00:00 AM
Perry,40,0,582,17,0,0,5/21/2020 12:00:00 AM
Piatt,9,1,448,26,0,0,5/21/2020 12:00:00 AM
Pike,1,0,139,3,0,0,5/21/2020 12:00:00 AM
Pope,1,0,45,1,0,0,5/21/2020 12:00:00 AM
Pulaski,40,0,219,20,0,0,5/21/2020 12:00:00 AM
Putnam,1,0,96,2,0,0,5/21/2020 12:00:00 AM
