Data is Provisional and subject to change. Data presented is reported as of 11/8/2021
CountyName,CumulativeCases,CasesChange,TotalTested,TotalTestedChange,Deaths,DeathsChange,ReportDate
Alexander,526,3,7036,18,11,0,8/12/2021 12:00:00 AM
Bond,2184,4,41535,101,23,0,8/12/2021 12:00:00 AM
Boone,7070,10,72084,100,81,0,8/12/2021 12:00:00 AM
Brown,864,11,31675,71,6,0,8/12/2021 12:00:00 AM
Bureau,3920,5,54417,105,87,0,8/12/2021 12:00:00 AM
Calhoun,564,1,6741,21,2,0,8/12/2021 12:00:00 AM
Carroll,2087,6,24198,22,37,0,8/12/2021 12:00:00 AM
Cass,2192,4,24913,76,27,0,8/12/2021 12:00:00 AM
Champaign,22528,64,2585516,2273,163,2,8/12/2021 12:00:00 AM
Chicago,294269,343,5278237,15327,5539,3,8/12/2021 12:00:00 AM
Christian,4176,13,64731,228,76,0,8/12/2021 12:00:00 AM
Clark,2005,9,20367,60,35,1,8/12/2021 12:00:00 AM
Clay,1710,11,19148,98,43,0,8/12/2021 12:00:00 AM
Clinton,6146,22,77989,306,93,0,8/12/2021 12:00:00 AM
Coles,6128,32,99223,326,101,0,8/12/2021 12:00:00 AM
Cook,279176,376,4684263,11308,5076,2,8/12/2021 12:00:00 AM
Crawford,2416,16,42480,371,27,1,8/12/2021 12:00:00 AM
Cumberland,1343,4,14811,42,20,0,8/12/2021 12:00:00 AM
De Witt,1663,1,29956,78,29,0,8/12/2021 12:00:00 AM
DeKalb,10496,18,165507,248,123,0,8/12/2021 12:00:00 AM
Douglas,2711,5,38702,102,36,0,8/12/2021 12:00:00 AM
DuPage,95914,164,1566021,4384,1323,0,8/12/2021 12:00:00 AM
Edgar,1854,3,18417,143,42,0,8/12/2021 12:00:00 AM
Edwards,691,4,5645,28,13,1,8/12/2021 12:00:00 AM
Effingham,4925,12,51726,97,75,0,8/12/2021 12:00:00 AM
Fayette,3338,6,40232,108,56,0,8/12/2021 12:00:00 AM
Ford,2012,8,35924,100,50,0,8/12/2021 12:00:00 AM
Franklin,5328,35,64601,302,83,1,8/12/2021 12:00:00 AM
Fulton,4240,7,100185,183,61,1,8/12/2021 12:00:00 AM
Gallatin,544,4,5322,23,4,0,8/12/2021 12:00:00 AM
Greene,1651,4,18147,243,35,0,8/12/2021 12:00:00 AM
Grundy,6231,17,75103,208,79,0,8/12/2021 12:00:00 AM
Hamilton,973,3,10752,69,16,0,8/12/2021 12:00:00 AM
Hancock,2076,8,22000,113,32,0,8/12/2021 12:00:00 AM
Hardin,448,6,7015,71,12,0,8/12/2021 12:00:00 AM
Henderson,536,2,8038,28,14,0,8/12/2021 12:00:00 AM
Henry,5245,18,79512,228,70,0,8/12/2021 12:00:00 AM
Illinois,1454208,3114,27536684,71820,23574,23,8/12/2021 12:00:00 AM
Iroquois,3402,5,59491,190,68,0,8/12/2021 12:00:00 AM
Jackson,6021,64,101575,451,67,0,8/12/2021 12:00:00 AM
Jasper,1192,2,14710,26,18,0,8/12/2021 12:00:00 AM
Jefferson,4921,20,66410,196,124,0,8/12/2021 12:00:00 AM
Jersey,2915,8,37239,151,52,0,8/12/2021 12:00:00 AM
Jo Daviess,1875,7,23859,131,24,0,8/12/2021 12:00:00 AM
Johnson,1678,9,56734,79,17,0,8/12/2021 12:00:00 AM
Kane,61201,86,787924,1609,820,2,8/12/2021 12:00:00 AM
Kankakee,15000,23,274695,707,224,0,8/12/2021 12:00:00 AM
Kendall,13848,20,174501,418,101,0,8/12/2021 12:00:00 AM
Knox,5866,5,128713,242,157,0,8/12/2021 12:00:00 AM
Lake,70833,107,1292499,3183,1029,0,8/12/2021 12:00:00 AM
LaSalle,13235,29,230145,628,258,0,8/12/2021 12:00:00 AM
Lawrence,2534,7,78419,80,27,0,8/12/2021 12:00:00 AM
Lee,4279,6,111538,200,54,0,8/12/2021 12:00:00 AM
Livingston,5045,8,127489,226,95,0,8/12/2021 12:00:00 AM
Logan,4271,16,108372,463,66,0,8/12/2021 12:00:00 AM
Macon,11607,40,210571,497,214,0,8/12/2021 12:00:00 AM
Macoupin,5242,34,86568,431,91,1,8/12/2021 12:00:00 AM
Madison,33941,120,375961,1521,539,0,8/12/2021 12:00:00 AM
Marion,5220,57,111153,300,121,0,8/12/2021 12:00:00 AM
Marshall,1158,5,24164,35,19,0,8/12/2021 12:00:00 AM
Mason,1709,6,28635,92,47,0,8/12/2021 12:00:00 AM
Massac,1527,12,14908,43,41,0,8/12/2021 12:00:00 AM
McDonough,3222,3,60668,180,51,0,8/12/2021 12:00:00 AM
McHenry,30286,66,400788,1002,299,0,8/12/2021 12:00:00 AM
McLean,19414,49,409359,1311,195,0,8/12/2021 12:00:00 AM
Menard,1354,3,22945,95,12,0,8/12/2021 12:00:00 AM
Mercer,1551,2,20471,45,34,0,8/12/2021 12:00:00 AM
Monroe,4657,16,48586,97,95,0,8/12/2021 12:00:00 AM
Montgomery,3994,12,90750,542,74,0,8/12/2021 12:00:00 AM
Morgan,4341,21,72611,272,94,0,8/12/2021 12:00:00 AM
Moultrie,1729,0,28948,71,29,0,8/12/2021 12:00:00 AM
Ogle,6394,14,73542,182,84,0,8/12/2021 12:00:00 AM
Peoria,24079,34,385632,788,350,1,8/12/2021 12:00:00 AM
Perry,3470,18,67739,280,62,0,8/12/2021 12:00:00 AM
Piatt,1622,10,36285,84,14,0,8/12/2021 12:00:00 AM
Pike,2173,22,26016,497,54,0,8/12/2021 12:00:00 AM
Pope,374,3,4335,22,4,0,8/12/2021 12:00:00 AM
Pulaski,797,9,8533,67,8,0,8/12/2021 12:00:00 AM
Putnam,497,0,8071,21,3,0,8/12/2021 12:00:00 AM
Randolph,4601,23,72280,236,89,1,8/12/2021 12:00:00 AM
Richland,1944,11,32333,212,45,1,8/12/2021 12:00:00 AM
Rock Island,15677,15,239340,453,330,0,8/12/2021 12:00:00 AM
Saline,2938,15,46576,421,58,0,8/12/2021 12:00:00 AM
Sangamon,20835,102,434857,1235,249,0,8/12/2021 12:00:00 AM
Schuyler,859,1,17723,122,7,0,8/12/2021 12:00:00 AM
Scott,570,3,10442,39,2,0,8/12/2021 12:00:00 AM
Shelby,2448,10,32379,139,39,0,8/12/2021 12:00:00 AM
St. Clair,31552,117,473942,1356,532,0,8/12/2021 12:00:00 AM
Stark,678,0,10881,11,26,0,8/12/2021 12:00:00 AM
Stephenson,4983,9,69351,197,87,0,8/12/2021 12:00:00 AM
Tazewell,17965,35,271692,866,310,0,8/12/2021 12:00:00 AM
Union,2650,9,48511,263,42,0,8/12/2021 12:00:00 AM
Vermilion,10774,36,183009,672,154,0,8/12/2021 12:00:00 AM
Wabash,1613,9,17201,132,12,0,8/12/2021 12:00:00 AM
Warren,1905,2,23544,32,50,0,8/12/2021 12:00:00 AM
Washington,1801,8,16630,80,25,0,8/12/2021 12:00:00 AM
Wayne,2047,9,21161,84,53,0,8/12/2021 12:00:00 AM
White,1937,6,27160,111,27,1,8/12/2021 12:00:00 AM
Whiteside,7339,14,87031,249,174,0,8/12/2021 12:00:00 AM
Will,80221,141,1165409,3654,1049,2,8/12/2021 12:00:00 AM
Williamson,8941,57,129320,1015,139,1,8/12/2021 12:00:00 AM
Winnebago,35588,72,481072,1358,526,1,8/12/2021 12:00:00 AM
Woodford,5026,8,85876,161,83,0,8/12/2021 12:00:00 AM
Adams,10637,72,199408,821,132,1,8/13/2021 12:00:00 AM
Alexander,529,3,7076,40,11,0,8/13/2021 12:00:00 AM
Bond,2191,7,41637,102,23,0,8/13/2021 12:00:00 AM
Boone,7086,16,72217,133,81,0,8/13/2021 12:00:00 AM
Brown,867,3,31698,23,6,0,8/13/2021 12:00:00 AM
Bureau,3925,5,54742,325,87,0,8/13/2021 12:00:00 AM
Calhoun,565,1,6752,11,2,0,8/13/2021 12:00:00 AM
Carroll,2090,3,24222,24,37,0,8/13/2021 12:00:00 AM
Cass,2201,9,25019,106,27,0,8/13/2021 12:00:00 AM
Champaign,22620,92,2587909,2393,163,0,8/13/2021 12:00:00 AM
Chicago,294677,408,5294498,16261,5547,8,8/13/2021 12:00:00 AM
Christian,4192,16,64937,206,76,0,8/13/2021 12:00:00 AM
Clark,2012,7,20497,130,35,0,8/13/2021 12:00:00 AM
Clay,1725,15,19249,101,43,0,8/13/2021 12:00:00 AM
Clinton,6171,25,78283,294,93,0,8/13/2021 12:00:00 AM
Coles,6141,13,99801,578,101,0,8/13/2021 12:00:00 AM
Cook,279639,463,4695593,11330,5077,1,8/13/2021 12:00:00 AM
Crawford,2437,21,42688,208,27,0,8/13/2021 12:00:00 AM
Cumberland,1344,1,14852,41,20,0,8/13/2021 12:00:00 AM
De Witt,1676,13,30048,92,29,0,8/13/2021 12:00:00 AM
DeKalb,10525,29,165760,253,123,0,8/13/2021 12:00:00 AM
Douglas,2719,8,38847,145,36,0,8/13/2021 12:00:00 AM
DuPage,96160,246,1570521,4500,1323,0,8/13/2021 12:00:00 AM
Edgar,1853,-1,18517,100,42,0,8/13/2021 12:00:00 AM
Edwards,694,3,5691,46,13,0,8/13/2021 12:00:00 AM
Effingham,4937,12,51955,229,75,0,8/13/2021 12:00:00 AM
Fayette,3346,8,40480,248,56,0,8/13/2021 12:00:00 AM
Ford,2016,4,35998,74,50,0,8/13/2021 12:00:00 AM
Franklin,5362,34,64907,306,83,0,8/13/2021 12:00:00 AM
Fulton,4254,14,100357,172,61,0,8/13/2021 12:00:00 AM
Gallatin,547,3,5355,33,4,0,8/13/2021 12:00:00 AM
Greene,1651,0,18235,88,35,0,8/13/2021 12:00:00 AM
Grundy,6248,17,75402,299,79,0,8/13/2021 12:00:00 AM
Hamilton,987,14,10885,133,16,0,8/13/2021 12:00:00 AM
Hancock,2085,9,22053,53,32,0,8/13/2021 12:00:00 AM
Hardin,449,1,7058,43,12,0,8/13/2021 12:00:00 AM
Henderson,541,5,8057,19,14,0,8/13/2021 12:00:00 AM
Henry,5261,16,79790,278,70,0,8/13/2021 12:00:00 AM
Illinois,1457687,3479,27609781,73097,23594,20,8/13/2021 12:00:00 AM
Iroquois,3412,10,59601,110,68,0,8/13/2021 12:00:00 AM
Jackson,6069,48,102154,579,67,0,8/13/2021 12:00:00 AM
Jasper,1193,1,14753,43,18,0,8/13/2021 12:00:00 AM
Jefferson,4951,30,66819,409,124,0,8/13/2021 12:00:00 AM
Jersey,2923,8,37420,181,52,0,8/13/2021 12:00:00 AM
Jo Daviess,1877,2,23911,52,24,0,8/13/2021 12:00:00 AM
Johnson,1688,10,56797,63,17,0,8/13/2021 12:00:00 AM
Kane,61316,115,789874,1950,820,0,8/13/2021 12:00:00 AM
Kankakee,15036,36,275324,629,224,0,8/13/2021 12:00:00 AM
Kendall,13881,33,174946,445,101,0,8/13/2021 12:00:00 AM
Knox,5876,10,129310,597,157,0,8/13/2021 12:00:00 AM
Lake,70971,138,1295630,3131,1030,1,8/13/2021 12:00:00 AM
LaSalle,13256,21,230800,655,259,1,8/13/2021 12:00:00 AM
Lawrence,2548,14,78503,84,27,0,8/13/2021 12:00:00 AM
Lee,4282,3,111743,205,54,0,8/13/2021 12:00:00 AM
Livingston,5051,6,127871,382,95,0,8/13/2021 12:00:00 AM
Logan,4282,11,108664,292,67,1,8/13/2021 12:00:00 AM
Macon,11649,42,211140,569,214,0,8/13/2021 12:00:00 AM
Macoupin,5268,26,86933,365,91,0,8/13/2021 12:00:00 AM
Madison,34054,113,377334,1373,540,1,8/13/2021 12:00:00 AM
Marion,5244,24,111552,399,121,0,8/13/2021 12:00:00 AM
Marshall,1163,5,24346,182,19,0,8/13/2021 12:00:00 AM
Mason,1714,5,28698,63,47,0,8/13/2021 12:00:00 AM
Massac,1537,10,15006,98,41,0,8/13/2021 12:00:00 AM
McDonough,3232,10,60901,233,51,0,8/13/2021 12:00:00 AM
McHenry,30348,62,401676,888,300,1,8/13/2021 12:00:00 AM
McLean,19459,45,411082,1723,195,0,8/13/2021 12:00:00 AM
Menard,1357,3,23020,75,12,0,8/13/2021 12:00:00 AM
Mercer,1559,8,20608,137,34,0,8/13/2021 12:00:00 AM
Monroe,4675,18,48717,131,96,1,8/13/2021 12:00:00 AM
Montgomery,4016,22,90870,120,74,0,8/13/2021 12:00:00 AM
Morgan,4343,2,72892,281,94,0,8/13/2021 12:00:00 AM
Moultrie,1732,3,29022,74,29,0,8/13/2021 12:00:00 AM
Ogle,6402,8,73689,147,84,0,8/13/2021 12:00:00 AM
Peoria,24115,36,386461,829,350,0,8/13/2021 12:00:00 AM
Perry,3496,26,67867,128,63,1,8/13/2021 12:00:00 AM
Piatt,1630,8,36363,78,14,0,8/13/2021 12:00:00 AM
Pike,2185,12,26204,188,54,0,8/13/2021 12:00:00 AM
Pope,374,0,4346,11,4,0,8/13/2021 12:00:00 AM
Pulaski,802,5,8584,51,9,1,8/13/2021 12:00:00 AM
Putnam,500,3,8099,28,3,0,8/13/2021 12:00:00 AM
Randolph,4621,20,72588,308,89,0,8/13/2021 12:00:00 AM
Richland,1965,21,32543,210,45,0,8/13/2021 12:00:00 AM
Rock Island,15729,52,239978,638,330,0,8/13/2021 12:00:00 AM
Saline,2960,22,46801,225,58,0,8/13/2021 12:00:00 AM
Sangamon,20958,123,435808,951,249,0,8/13/2021 12:00:00 AM
Schuyler,864,5,17776,53,7,0,8/13/2021 12:00:00 AM
Scott,577,7,10464,22,2,0,8/13/2021 12:00:00 AM
Shelby,2453,5,32444,65,39,0,8/13/2021 12:00:00 AM
St. Clair,31654,102,475828,1886,532,0,8/13/2021 12:00:00 AM
Stark,678,0,10892,11,26,0,8/13/2021 12:00:00 AM
Stephenson,4986,3,69520,169,87,0,8/13/2021 12:00:00 AM
Tazewell,17998,33,272471,779,310,0,8/13/2021 12:00:00 AM
Union,2664,14,48781,270,42,0,8/13/2021 12:00:00 AM
Vermilion,10825,51,183758,749,155,1,8/13/2021 12:00:00 AM
Wabash,1622,9,17296,95,12,0,8/13/2021 12:00:00 AM
Warren,1913,8,23643,99,50,0,8/13/2021 12:00:00 AM
Washington,1805,4,16785,155,25,0,8/13/2021 12:00:00 AM
Wayne,2065,18,21389,228,53,0,8/13/2021 12:00:00 AM
White,1952,15,27516,356,27,0,8/13/2021 12:00:00 AM
Whiteside,7348,9,87119,88,174,0,8/13/2021 12:00:00 AM
Will,80401,180,1168240,2831,1050,1,8/13/2021 12:00:00 AM
Williamson,9012,71,129874,554,139,0,8/13/2021 12:00:00 AM
Winnebago,35699,111,482396,1324,526,0,8/13/2021 12:00:00 AM
Woodford,5037,11,86059,183,83,0,8/13/2021 12:00:00 AM
Adams,10701,64,200768,1360,132,0,8/14/2021 12:00:00 AM
Alexander,530,1,7098,22,11,0,8/14/2021 12:00:00 AM
Bond,2196,5,41703,66,23,0,8/14/2021 12:00:00 AM
Boone,7103,17,72291,74,81,0,8/14/2021 12:00:00 AM
Brown,881,14,31727,29,6,0,8/14/2021 12:00:00 AM
Bureau,3936,11,54911,169,87,0,8/14/2021 12:00:00 AM
Calhoun,565,0,6761,9,2,0,8/14/2021 12:00:00 AM
Carroll,2090,0,24252,30,37,0,8/14/2021 12:00:00 AM
Cass,2211,10,25070,51,27,0,8/14/2021 12:00:00 AM
Champaign,22697,77,2590197,2288,163,0,8/14/2021 12:00:00 AM
Chicago,295344,667,5308326,13828,5548,1,8/14/2021 12:00:00 AM
Christian,4201,9,65137,200,76,0,8/14/2021 12:00:00 AM
Clark,2018,6,20543,46,35,0,8/14/2021 12:00:00 AM
Clay,1745,20,19338,89,43,0,8/14/2021 12:00:00 AM
Clinton,6190,19,78500,217,93,0,8/14/2021 12:00:00 AM
Coles,6156,15,100057,256,101,0,8/14/2021 12:00:00 AM
Cook,280157,518,4706383,10790,5078,1,8/14/2021 12:00:00 AM
Crawford,2465,28,43467,779,27,0,8/14/2021 12:00:00 AM
Cumberland,1345,1,14882,30,20,0,8/14/2021 12:00:00 AM
De Witt,1682,6,30136,88,29,0,8/14/2021 12:00:00 AM
DeKalb,10546,21,165961,201,123,0,8/14/2021 12:00:00 AM
Douglas,2727,8,38999,152,36,0,8/14/2021 12:00:00 AM
DuPage,96394,234,1574786,4265,1325,2,8/14/2021 12:00:00 AM
Edgar,1856,3,18610,93,42,0,8/14/2021 12:00:00 AM
Edwards,708,14,5721,30,13,0,8/14/2021 12:00:00 AM
Effingham,4948,11,52142,187,75,0,8/14/2021 12:00:00 AM
Fayette,3351,5,40553,73,56,0,8/14/2021 12:00:00 AM
Ford,2020,4,36097,99,50,0,8/14/2021 12:00:00 AM
Franklin,5423,61,65208,301,83,0,8/14/2021 12:00:00 AM
Fulton,4263,9,101177,820,61,0,8/14/2021 12:00:00 AM
Gallatin,551,4,5377,22,4,0,8/14/2021 12:00:00 AM
Greene,1655,4,18300,65,35,0,8/14/2021 12:00:00 AM
Grundy,6266,18,75567,165,79,0,8/14/2021 12:00:00 AM
Hamilton,995,8,10957,72,16,0,8/14/2021 12:00:00 AM
Hancock,2103,18,22139,86,32,0,8/14/2021 12:00:00 AM
Hardin,449,0,7075,17,12,0,8/14/2021 12:00:00 AM
Henderson,545,4,8080,23,14,0,8/14/2021 12:00:00 AM
Henry,5275,14,80073,283,70,0,8/14/2021 12:00:00 AM
Illinois,1461719,4032,27675495,65714,23611,17,8/14/2021 12:00:00 AM
Iroquois,3418,6,59657,56,69,1,8/14/2021 12:00:00 AM
Jackson,6131,62,102642,488,69,2,8/14/2021 12:00:00 AM
Jasper,1201,8,14860,107,18,0,8/14/2021 12:00:00 AM
Jefferson,4988,37,67002,183,124,0,8/14/2021 12:00:00 AM
Jersey,2925,2,37546,126,52,0,8/14/2021 12:00:00 AM
Jo Daviess,1878,1,23944,33,24,0,8/14/2021 12:00:00 AM
Johnson,1698,10,57054,257,17,0,8/14/2021 12:00:00 AM
Kane,61439,123,791644,1770,820,0,8/14/2021 12:00:00 AM
Kankakee,15073,37,275639,315,224,0,8/14/2021 12:00:00 AM
Kendall,13921,40,175352,406,101,0,8/14/2021 12:00:00 AM
Knox,5887,11,129435,125,157,0,8/14/2021 12:00:00 AM
Lake,71125,154,1298130,2500,1030,0,8/14/2021 12:00:00 AM
LaSalle,13271,15,231508,708,259,0,8/14/2021 12:00:00 AM
Lawrence,2553,5,79125,622,27,0,8/14/2021 12:00:00 AM
Lee,4288,6,112009,266,55,1,8/14/2021 12:00:00 AM
Livingston,5062,11,128064,193,95,0,8/14/2021 12:00:00 AM
Logan,4303,21,109129,465,67,0,8/14/2021 12:00:00 AM
Macon,11719,70,211765,625,214,0,8/14/2021 12:00:00 AM
Macoupin,5292,24,87138,205,91,0,8/14/2021 12:00:00 AM
Madison,34167,113,378612,1278,541,1,8/14/2021 12:00:00 AM
Marion,5282,38,112047,495,122,1,8/14/2021 12:00:00 AM
Marshall,1167,4,24374,28,19,0,8/14/2021 12:00:00 AM
Mason,1724,10,28840,142,47,0,8/14/2021 12:00:00 AM
Massac,1548,11,15054,48,41,0,8/14/2021 12:00:00 AM
McDonough,3244,12,61058,157,52,1,8/14/2021 12:00:00 AM
McHenry,30424,76,402369,693,300,0,8/14/2021 12:00:00 AM
McLean,19532,73,412567,1485,195,0,8/14/2021 12:00:00 AM
Menard,1364,7,23070,50,12,0,8/14/2021 12:00:00 AM
Mercer,1561,2,20634,26,34,0,8/14/2021 12:00:00 AM
Monroe,4683,8,48797,80,96,0,8/14/2021 12:00:00 AM
Montgomery,4022,6,90936,66,74,0,8/14/2021 12:00:00 AM
Morgan,4361,18,73189,297,94,0,8/14/2021 12:00:00 AM
Moultrie,1738,6,29240,218,29,0,8/14/2021 12:00:00 AM
Ogle,6420,18,73788,99,84,0,8/14/2021 12:00:00 AM
Peoria,24153,38,387017,556,350,0,8/14/2021 12:00:00 AM
Perry,3529,33,68136,269,63,0,8/14/2021 12:00:00 AM
Piatt,1638,8,36499,136,14,0,8/14/2021 12:00:00 AM
Pike,2208,23,26317,113,54,0,8/14/2021 12:00:00 AM
Pope,374,0,4370,24,4,0,8/14/2021 12:00:00 AM
Pulaski,807,5,8626,42,9,0,8/14/2021 12:00:00 AM
Putnam,500,0,8122,23,3,0,8/14/2021 12:00:00 AM
Randolph,4650,29,72827,239,89,0,8/14/2021 12:00:00 AM
Richland,1976,11,32760,217,46,1,8/14/2021 12:00:00 AM
Rock Island,15802,73,240471,493,330,0,8/14/2021 12:00:00 AM
Saline,2981,21,47067,266,58,0,8/14/2021 12:00:00 AM
Sangamon,21088,130,437023,1215,249,0,8/14/2021 12:00:00 AM
Schuyler,867,3,17930,154,7,0,8/14/2021 12:00:00 AM
Scott,590,13,10489,25,2,0,8/14/2021 12:00:00 AM
Shelby,2460,7,32544,100,39,0,8/14/2021 12:00:00 AM
St. Clair,31752,98,477049,1221,532,0,8/14/2021 12:00:00 AM
Stark,678,0,10903,11,26,0,8/14/2021 12:00:00 AM
Stephenson,4995,9,69618,98,87,0,8/14/2021 12:00:00 AM
Tazewell,18061,63,273053,582,311,1,8/14/2021 12:00:00 AM
Union,2679,15,49052,271,42,0,8/14/2021 12:00:00 AM
Vermilion,10881,56,184101,343,155,0,8/14/2021 12:00:00 AM
Wabash,1634,12,17363,67,12,0,8/14/2021 12:00:00 AM
Warren,1921,8,23680,37,50,0,8/14/2021 12:00:00 AM
Washington,1814,9,16845,60,25,0,8/14/2021 12:00:00 AM
Wayne,2075,10,21501,112,54,1,8/14/2021 12:00:00 AM
White,1966,14,27610,94,27,0,8/14/2021 12:00:00 AM
Whiteside,7360,12,87379,260,174,0,8/14/2021 12:00:00 AM
Will,80589,188,1170456,2216,1051,1,8/14/2021 12:00:00 AM
Williamson,9098,86,130391,517,139,0,8/14/2021 12:00:00 AM
Winnebago,35768,69,483496,1100,528,2,8/14/2021 12:00:00 AM
Woodford,5051,14,86165,106,83,0,8/14/2021 12:00:00 AM
Adams,10719,18,201340,572,132,0,8/15/2021 12:00:00 AM
Alexander,531,1,7107,9,11,0,8/15/2021 12:00:00 AM
Bond,2196,0,41759,56,23,0,8/15/2021 12:00:00 AM
Boone,7111,8,72543,252,81,0,8/15/2021 12:00:00 AM
Brown,888,7,32178,451,6,0,8/15/2021 12:00:00 AM
Bureau,3942,6,55001,90,87,0,8/15/2021 12:00:00 AM
Calhoun,565,0,6767,6,2,0,8/15/2021 12:00:00 AM
Carroll,2090,0,24279,27,37,0,8/15/2021 12:00:00 AM
Cass,2210,-1,25106,36,27,0,8/15/2021 12:00:00 AM
Champaign,22758,61,2591858,1661,163,0,8/15/2021 12:00:00 AM
Chicago,295781,437,5321520,13194,5549,1,8/15/2021 12:00:00 AM
Christian,4206,5,65580,443,76,0,8/15/2021 12:00:00 AM
Clark,2027,9,20580,37,35,0,8/15/2021 12:00:00 AM
Clay,1752,7,19402,64,43,0,8/15/2021 12:00:00 AM
Clinton,6196,6,78617,117,93,0,8/15/2021 12:00:00 AM
Coles,6165,9,100151,94,101,0,8/15/2021 12:00:00 AM
Cook,280613,456,4717941,11558,5079,1,8/15/2021 12:00:00 AM
Crawford,2470,5,43524,57,27,0,8/15/2021 12:00:00 AM
Cumberland,1346,1,14895,13,20,0,8/15/2021 12:00:00 AM
De Witt,1688,6,30208,72,29,0,8/15/2021 12:00:00 AM
DeKalb,10562,16,166182,221,123,0,8/15/2021 12:00:00 AM
Douglas,2727,0,39034,35,36,0,8/15/2021 12:00:00 AM
DuPage,96522,128,1578605,3819,1325,0,8/15/2021 12:00:00 AM
Edgar,1860,4,18644,34,42,0,8/15/2021 12:00:00 AM
Edwards,710,2,5737,16,13,0,8/15/2021 12:00:00 AM
Effingham,4957,9,52278,136,75,0,8/15/2021 12:00:00 AM
Fayette,3354,3,40624,71,56,0,8/15/2021 12:00:00 AM
Ford,2029,9,36218,121,52,2,8/15/2021 12:00:00 AM
Franklin,5462,39,65411,203,83,0,8/15/2021 12:00:00 AM
Fulton,4272,9,101302,125,61,0,8/15/2021 12:00:00 AM
Gallatin,557,6,5402,25,4,0,8/15/2021 12:00:00 AM
Greene,1665,10,18336,36,35,0,8/15/2021 12:00:00 AM
Grundy,6273,7,75802,235,79,0,8/15/2021 12:00:00 AM
Hamilton,997,2,10977,20,16,0,8/15/2021 12:00:00 AM
Hancock,2109,6,22195,56,32,0,8/15/2021 12:00:00 AM
Hardin,453,4,7138,63,12,0,8/15/2021 12:00:00 AM
Henderson,550,5,8091,11,14,0,8/15/2021 12:00:00 AM
Henry,5289,14,80247,174,70,0,8/15/2021 12:00:00 AM
Illinois,1464350,2631,27734841,59346,23620,9,8/15/2021 12:00:00 AM
Iroquois,3425,7,59723,66,69,0,8/15/2021 12:00:00 AM
Jackson,6145,14,102927,285,69,0,8/15/2021 12:00:00 AM
Jasper,1202,1,14865,5,18,0,8/15/2021 12:00:00 AM
Jefferson,5017,29,67185,183,125,1,8/15/2021 12:00:00 AM
Jersey,2928,3,37584,38,52,0,8/15/2021 12:00:00 AM
Jo Daviess,1879,1,24031,87,24,0,8/15/2021 12:00:00 AM
Johnson,1700,2,57238,184,18,1,8/15/2021 12:00:00 AM
Kane,61559,120,793460,1816,820,0,8/15/2021 12:00:00 AM
Kankakee,15094,21,276229,590,224,0,8/15/2021 12:00:00 AM
Kendall,13943,22,175799,447,101,0,8/15/2021 12:00:00 AM
Knox,5897,10,129712,277,157,0,8/15/2021 12:00:00 AM
Lake,71236,111,1300912,2782,1030,0,8/15/2021 12:00:00 AM
LaSalle,13291,20,231923,415,259,0,8/15/2021 12:00:00 AM
Lawrence,2565,12,79178,53,28,1,8/15/2021 12:00:00 AM
Lee,4290,2,112075,66,55,0,8/15/2021 12:00:00 AM
Livingston,5065,3,128206,142,95,0,8/15/2021 12:00:00 AM
Logan,4306,3,109223,94,67,0,8/15/2021 12:00:00 AM
Macon,11754,35,212262,497,214,0,8/15/2021 12:00:00 AM
Macoupin,5304,12,87391,253,91,0,8/15/2021 12:00:00 AM
Madison,34254,87,379505,893,541,0,8/15/2021 12:00:00 AM
Marion,5304,22,112268,221,122,0,8/15/2021 12:00:00 AM
Marshall,1169,2,24410,36,19,0,8/15/2021 12:00:00 AM
Mason,1731,7,28933,93,47,0,8/15/2021 12:00:00 AM
Massac,1556,8,15101,47,41,0,8/15/2021 12:00:00 AM
McDonough,3245,1,61128,70,52,0,8/15/2021 12:00:00 AM
McHenry,30481,57,403236,867,300,0,8/15/2021 12:00:00 AM
McLean,19578,46,413811,1244,195,0,8/15/2021 12:00:00 AM
Menard,1367,3,23094,24,12,0,8/15/2021 12:00:00 AM
Mercer,1563,2,20652,18,34,0,8/15/2021 12:00:00 AM
Monroe,4694,11,48893,96,96,0,8/15/2021 12:00:00 AM
Montgomery,4026,4,91456,520,74,0,8/15/2021 12:00:00 AM
Morgan,4378,17,73620,431,94,0,8/15/2021 12:00:00 AM
Moultrie,1741,3,29308,68,29,0,8/15/2021 12:00:00 AM
Ogle,6431,11,73924,136,84,0,8/15/2021 12:00:00 AM
Peoria,24177,24,387738,721,350,0,8/15/2021 12:00:00 AM
Perry,3543,14,68267,131,63,0,8/15/2021 12:00:00 AM
Piatt,1641,3,36570,71,14,0,8/15/2021 12:00:00 AM
Pike,2216,8,26434,117,54,0,8/15/2021 12:00:00 AM
Pope,374,0,4385,15,4,0,8/15/2021 12:00:00 AM
Pulaski,809,2,8647,21,9,0,8/15/2021 12:00:00 AM
Putnam,500,0,8136,14,3,0,8/15/2021 12:00:00 AM
Randolph,4653,3,73045,218,89,0,8/15/2021 12:00:00 AM
Richland,1978,2,32782,22,46,0,8/15/2021 12:00:00 AM
Rock Island,15845,43,241108,637,330,0,8/15/2021 12:00:00 AM
Saline,3002,21,47465,398,58,0,8/15/2021 12:00:00 AM
Sangamon,21140,52,437559,536,249,0,8/15/2021 12:00:00 AM
Schuyler,867,0,17957,27,7,0,8/15/2021 12:00:00 AM
